id,title,link,pillar,topic,level,summary
COST03-BP06,Allocate costs based on workload metrics,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_monitor_usage_allocate_outcome.html,Cost Optimization,Monitor cost and usage,Low,"**Compliancy Control (max 500 chars):** Allocate workload costs via usage metrics or outcomes for efficiency. Use analytics services to analyze data and charge back. Establish this to avoid low risk of cost optimization failure. Monitor metrics hourly, track static vs. variable costs, and use AWS tools like Cost Explorer for shared resource allocation. **Level of risk:** Low"
COST04-BP01,Track resources over their lifetime,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_decomissioning_resources_track.html,Cost Optimization,Decommission resources,High,"**Compliance Control for Resource Tracking and Decommissioning**Implement a tagging scheme to identify resource workloads and functions. Monitor resource usage via throughput or output monitoring to detect when workloads drop to zero. Decommission unused resources, such as those used for testing, using tags like  to-be-deleted.  Group AWS resources and utilize AWS Resource Groups for organization. Regularly review and optimize resource usage to mitigate high risk exposure from unused assets. For detailed strategies, refer to AWS Tagging Best Practices and Trusted Advisor Cost Optimization checks."
COST04-BP02,Implement a decommissioning process,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_decomissioning_resources_implement_process.html,Cost Optimization,Decommission resources,High,"**Compliance Control for Decommissioning Unused Resources****Risk Level:** High**Objective:** Implement a standardized process to identify and decommission unused resources across the organization.**Process Steps:**1. **Identify Resources:** Determine which resources are unused and schedule decommissioning.2. **Coordinate:** Confirm with workload owners.3. **Record Metadata & Backups:** Document details and create backups if needed.4. **Validate Deployment Tools:** Check if resources were deployed via infrastructure-as-code tools.5. **Prevent Access:** Apply restrictive controls temporarily.6. **Follow Internal Process:** Execute organization-specific decommissioning tasks.7. **Terminate Resources:** Stop or terminate instances, delete volumes, release IPs, etc.**Related Resources:** AWS Auto Scaling, AWS Trusted Advisor, AWS CloudTrail."
COST04-BP03,Decommission resources,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_decomissioning_resources_decommission.html,Cost Optimization,Decommission resources,Medium,"Compliance Control (max 500 chars):Implement periodic resource decommissioning for unused AWS resources triggered by audits, usage changes, or state shifts. Automate where feasible. Risk level: Medium. Frequency of searches should match cost potential; smaller accounts less often. Ensure final checks before disposal to avoid disruptions. Use AWS Auto Scaling and Trusted Advisor. Example: Well-Architected Labs' decommissioning resource guide."
COST04-BP04,Decommission resources automatically,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_decomissioning_resources_decomm_automated.html,Cost Optimization,Decommission resources,Low,"**Compliance Control for Resource Management**Design your workload to handle resource termination gracefully. Identify and decommission non-critical, unused, or low-utilization resources. Automation reduces decommissioning costs; use Amazon EC2 Auto Scaling or Application Auto Scaling. Implement custom code for automatic decommissioning. Prioritize serverless architectures for automatic scaling and cost savings. Related: Amazon EC2 Auto Scaling, Application Auto Scaling, AWS Trusted Advisor, Serverless on AWS. (277/500)"
COST04-BP05,Enforce data retention policies,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_decomissioning_resources_data_retention.html,Cost Optimization,Decommission resources,Medium,"**Data Retention Compliance Control (500 chars max)**Establish data retention policies to manage object deletion per organizational needs. Identify and delete unnecessary resources/objects. Risk level: Medium. Use retention and lifecycle policies to reduce decommissioning and storage costs. Automate with Amazon Data Lifecycle Manager for EBS snapshots/AMIs, and Amazon S3 Intelligent-Tiering/lifecycle config for S3 objects. Implement custom lifecycle rules via API/SDK. **Implementation Steps**- Use Amazon Data Lifecycle Manager for EBS snapshots/AMIs.- Set up Amazon S3 lifecycle configuration for object deletion."
COST05-BP01,Identify organization requirements for cost,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_select_service_requirements.html,Cost Optimization,Evaluate cost when selecting services,High,"**Compliance Control Summary (max 500 chars):** Collaborate with team members to balance cost optimization with performance and reliability for workload. High risk if not established; understand org priorities, categorize resources, and systematically evaluate tradeoffs. Prioritize Well-Architected pillars, address technical debt, and document for future optimization. Related: REL11-BP07, OPS01-BP06. Tools: AWS TCO Calculator, Amazon S3 storage classes."
COST05-BP02,Analyze all components of the workload,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_select_service_analyze_all.html,Cost Optimization,Evaluate cost when selecting services,High,"**Compliance Control for Workload Cost Analysis**Ensure all workload components are analyzed, considering current and projected costs. The review effort should align with potential benefits. High risk exists if not established. Identify all services, understand pricing models, and focus on unexpected costs. Use AWS tools like Cost Explorer, CloudWatch, and Budgets to diagnose high costs and set alerts. Prioritize components based on cost and criticality, then analyze options to align with organizational priorities. Max. 500 chars."
COST05-BP03,Perform a thorough analysis of each component,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_select_service_thorough_analysis.html,Cost Optimization,Evaluate cost when selecting services,High,"**Compliance Control for Cloud Cost Management:**Evaluate the total cost of ownership (TCO) for each component, factoring in operational and management costs, especially for AWS managed services. Prioritize high-cost components for deeper analysis. Assess the risk of not following best practices, which is high. Aim for time savings to focus on innovation; consider rapid migration to AWS managed services to reduce operational burdens and potentially lower costs. Use AWS tools to manage capacity and scale resources efficiently. Implement steps to analyze and compare managed vs. unmanaged resources, focusing on migration strategies and the AWS shared responsibility model. Utilize AWS TCO Calculator, storage classes, and shared responsibility documentation for guidance. *Characters: 490*"
COST05-BP04,Select software with cost-effective licensing,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_select_service_licensing.html,Cost Optimization,Evaluate cost when selecting services,Low,"**Compliance Control for Software Licensing on AWS (max 500 chars)**Adopt open-source software to minimize licensing costs, avoiding CPU-bound licenses. Favor output-based licensing. Regularly review licensing terms and vendor pricing trends. Use AWS tools like Cost Explorer and License Manager for optimization. Favor open source for cost-effective, scalable solutions, aligning software costs with benefits. Low risk if not established.**Related docs: AWS TCO Calculator, Open Source at AWS**"
COST05-BP05,Select components of this workload to optimize cost in line with organization priorities,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_select_service_select_for_cost.html,Cost Optimization,Evaluate cost when selecting services,Medium,"**Compliance Control for Cost Optimization**When selecting components for your workload, consider cost-effectiveness by leveraging application-level and managed services, serverless, containers, and event-driven architecture to minimize expenses. Use open-source software or license-free alternatives to reduce license costs. The risk of not establishing this best practice is medium. For more details, refer to the AWS TCO Calculator, Serverless whitepaper, and related documents on event-driven architecture and AWS services like Amazon RDS, Amazon SNS, and Amazon Lambda."
COST05-BP06,Perform cost analysis for different usage over time,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_select_service_analyze_over_time.html,Cost Optimization,Evaluate cost when selecting services,Medium,"Compliance control for workload cost-effectiveness (max 500 chars): Regularly analyze AWS service costs vs. usage to ensure cost-effective scaling. Implement new services promptly for significant workloads to maximize savings. Review scaling policies and adjust instance types/options. Use AWS tools like Cost Explorer, Budgets, and CloudWatch for forecasting and anomaly detection. Align usage pattern predictions with business needs, scaling resources accordingly. Refer to AWS TCO Calculator, S3 storage classes, EC2 Auto Scaling, and Snow Family for migration. Level of risk: Medium."
COST06-BP01,Perform cost modeling,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_type_size_number_resources_cost_modeling.html,Cost Optimization,"Select the correct resource type, size, and number ",High,"**Compliance Control for Cost Modeling and Benchmarking (500 chars)**To align with business needs and existing commitments, perform cost modeling for the workload and each component, benchmarking under various predicted loads to compare costs. This effort should reflect potential benefits; time spent correlates with component cost. High risk if best practices are not established. Use AWS Compute Optimizer, CloudWatch, and Trusted Advisor for accurate recommendations, ensuring CloudWatch Agents collect memory metrics. Select appropriate granularity for analysis to avoid under-provisioning. Consider existing commitments, pricing models, and core business focus when choosing AWS services."
COST06-BP02,"Select resource type, size, and number based on data",https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_type_size_number_resources_data.html,Cost Optimization,"Select the correct resource type, size, and number ",Medium,"To comply with resource selection best practices, choose Amazon EC2 instance types based on workload characteristics such as compute, memory, throughput, or write intensity. Use cost modeling, previous workload data, documentation, or AWS tools to make informed decisions. Ensure to gather system requirements like OS, CPU cores, GPU cores, RAM, storage, and network bandwidth. Select instance families (General Purpose, Compute Optimized, Memory Optimized, etc.) based on these details. Use AWS pricing calculators for cost management. For further guidance, refer to AWS Instance Types and EC2 Right Sizing for cost optimization."
COST06-BP03,"Select resource type, size, and number automatically based on metrics",https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_type_size_number_resources_metrics.html,Cost Optimization,"Select the correct resource type, size, and number ",Low,"To optimize cost with compliance controls, leverage active metrics from your running workload to automatically adjust resource sizing and type. Implement a feedback loop, using services like AWS Auto Scaling or custom code, to right-size compute, storage, and networking resources. Key metrics include CPU and memory usage for EC2 instances, and storage metrics for Amazon S3. Utilize AWS Compute Optimizer and S3 Storage Lens for recommendations. Risk level if not established: Low. For more, see AWS Auto Scaling, Compute Optimizer, and S3 Storage Lens documentation."
COST06-BP04,Consider using shared resources,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_type_size_number_resources_shared.html,Cost Optimization,"Select the correct resource type, size, and number ",Medium,**Compliance Control for Shared Resource Utilization****Objective:** To optimize cost and resource utilization by leveraging shared resources across multiple business units.**Control Measures:**1. **Resource Sharing:** Utilize AWS RAM to share resources across accounts to reduce duplication and TCO.2. **Cost Allocation:** Implement showback and chargeback mechanisms to attribute cloud costs to responsible business units.3. **Resource Tagging:** Tag shared resources for effective cost tracking and accountability.4. **Workload Categorization:** Use shared resources for non-critical workloads and reserve dedicated servers for critical ones.5. **Security Compliance:** Follow security best practices when sharing resources to maintain organizational integrity.**Risk Level:** Medium. Failure to establish these controls can lead to increased TCO and poor resource utilization.**Related Best Practices:** SEC03-BP08 Share resources securely within your organization.
COST07-BP01,Perform pricing model analysis,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_pricing_model_analysis.html,Cost Optimization,Select the best pricing model,High,"**AWS Workload Compliance Control (500 chars max)**Analyze workload elasticity to determine if components are for extended periods (commitment discounts) or dynamic (spot/on-demand). Use AWS Cost Explorer for insights. High risk if best practices not established. Consider Savings Plans for consistent usage, Spot Instances for flexible workloads, and Reserved Instances for long-term discounts. Review existing contracts and commitment discounts. Implement steps: analyze elasticity, review pricing contracts, and leverage Cost Explorer recommendations."
COST07-BP02,Choose Regions based on cost,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_pricing_model_region_cost.html,Cost Optimization,Select the best pricing model,Medium,"Compliance Control (max 500 chars): To optimize costs, deploy resources in regions with higher costs to meet latency and data residency needs. Analyze regional pricing and data transfer costs, using AWS Calculator. If no data privacy/security restrictions, use lower-cost regions for non-critical workloads. Migrate if savings outweigh costs. Review multi-region deployment and data transfer requirements. Related: AWS pricing docs, Reserved Instances, EC2 options, and Spot instances."
COST07-BP03,Select third-party agreements with cost-efficient terms,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_pricing_model_third_party.html,Cost Optimization,Select the best pricing model,Medium,"**Compliance Control for Cost-Efficient Agreements**Ensure cost-effective agreements by selecting terms that scale with benefits. Use tools and pricing models that align with desired outcomes, optimizing costs. Review third-party pricing structures, model usage scenarios, and assess if additional costs justify the benefits. Focus on cost governance, visibility, and optimization. **Risk Level: Medium**Neglecting this practice may lead to inefficient cost management and suboptimal resource utilization."
COST07-BP04,Implement pricing models for all components of this workload,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_pricing_model_implement_models.html,Cost Optimization,Select the best pricing model,Low,"**AWS Cost Efficiency Compliance Control (500 chars max):**To optimize costs, utilize reserved capacity (Savings Plans/Reserved Instances) for permanent resources and Spot Instances for short-term needs. On-Demand Instances for short, non-interruptible workloads. Regularly review AWS commitment recommendations, analyze workload components, and select appropriate pricing models (RIs, SPs, Spot). Implement a review cycle to adjust commitments as usage changes. Low risk if best practices are not followed. For guidance, refer to related documents and videos on Savings Plans, Reserved Instances, and Spot Instances."
COST07-BP05,Perform pricing model analysis at the management account level,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_pricing_model_master_analysis.html,Cost Optimization,Select the best pricing model,Low,"**Compliance Control for Billing and Cost Management****Objective:** To ensure optimal cost management and commitment-based discounts.**Action Required:** Regularly analyze billing and cost management tools at the management account level using AWS Cost Explorer to identify commitment discounts and reservations.**Risk Level:** Low if not established.**Procedure:**1. Perform regular cost modeling every 2-4 weeks.2. Review Savings Plans and Reserved Instance recommendations.3. Estimate monthly spend and savings.4. Apply discounts across member accounts for maximum savings.**Related Resources:**- AWS pricing, purchasing options, Savings Plan Overview- Well-Architected Labs: Pricing Models and Analysis**Max Characters:** 295"
COST08-BP01,Perform data transfer modeling,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_data_transfer_modeling.html,Cost Optimization,Plan for data transfer,High,"Compliance control for data transfer modeling in cloud solutions (max 500 chars): Establish data transfer modeling to identify cost-effective data movement across cloud services. Assess source, destination, volume, and frequency. Use AWS tools like Pricing Calculator, Cost Explorer, and PoCs to estimate costs. Align data transfer costs with business outcomes, considering data sensitivity and classification. Calculate costs at varying usage levels. Link costs to outcomes like decoupling or redundancy, and create a conceptual model for multiple use cases. "
COST08-BP02,Select components to optimize data transfer cost,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_data_transfer_optimized_components.html,Cost Optimization,Plan for data transfer,Medium,"Compliance control for data transfer cost reduction: All components are selected and architecture designed to minimize costs using WAN optimization and Multi-AZ configurations. Risk level: Medium. Architecting for data transfer involves using content delivery networks, dedicated network links, and VPC endpoints to avoid public internet use. Monitor with CloudWatch and AWS Cost Explorer. Avoid cross-region transfers and optimize with Direct Connect. Related: COST08-BP01, COST08-BP03."
COST08-BP03,Implement services to reduce data transfer costs,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_data_transfer_implement_services.html,Cost Optimization,Plan for data transfer,Medium,"**Compliance Control for Optimizing Network Data Transfer:**Implement AWS services to minimize data transfer, including using edge locations or CDNs like Amazon CloudFront for low-latency content delivery, establishing dedicated network connections via AWS Direct Connect, and employing caching layers. If these best practices aren't established, medium risk is exposed due to potential increased costs and latency. Utilize VPC Endpoints, NAT gateways, and AWS Snow Family devices for efficient data transfer and processing.**Risk Level: Medium**"
COST09-BP01,Perform an analysis on the workload demand,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_manage_demand_resources_cost_analysis.html,Cost Optimization,Manage demand and supply resources,High,"**Compliance Control for Workload Demand Analysis**Analyze workload demand over time, focusing on seasonal trends and operational conditions. Ensure analysis effort matches workload cost and benefit. Key aspects include resource utilization metrics, user and application scaling behavior, workload types, and SLA compliance. Use AWS tools like CloudWatch, Trusted Advisor, and Cost Explorer for monitoring and optimization. Effort should prioritize high-value workloads with significant demand changes. **Risk Level: High**"
COST09-BP02,Implement a buffer or throttle to manage demand,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_manage_demand_resources_buffer_throttle.html,Cost Optimization,Manage demand and supply resources,Medium,"**Compliance Control for Demand Management**To manage workload demand, implement throttling and buffering. Throttling limits request rates when clients can retry; buffering stores requests for later processing when retries aren't possible. Ensure buffers and throttles maintain required response times. Analyze demand, change rates, and response needs to size controls. Use AWS services like Amazon SQS for buffering and API Gateway for throttling. Risk level: Medium if not established.**Related Best Practices:** SUS02-BP06, REL05-BP02  **Related Docs:** AWS Auto Scaling, API Gateway, SQS, Kinesis  **Related Videos:** Messaging Service Selection, API Throttling, EKS SaaS Throttling  **Related Examples:** API Throttling Management, Multi-Tenant API Throttling, EKS SaaS Throttling"
COST09-BP03,Supply resources dynamically,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_manage_demand_resources_dynamic.html,Cost Optimization,Manage demand and supply resources,Low,"**Compliance Control Summary (max 500 chars):**Ensure AWS resources are provisioned via AWS Instance Scheduler or Auto Scaling to meet demand dynamically, minimizing over-provisioning/under-provisioning. Risk is low if not established. Utilize demand-based scaling for real-time adjustments and time-based scaling for predictable demand. Understand horizontal/vertical scaling and workload nature. Elastic Load Balancing aids in distributing traffic. Metrics like CPU utilization guide scaling. Related docs: AWS Auto Scaling, Instance Scheduler, SQS. Videos: Target Tracking, Predictive Scaling. Examples: Attribute-based selection, ECS cost optimization."
COST10-BP01,Develop a workload review process,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_evaluate_new_services_review_process.html,Cost Optimization,Define a review process and analyze your workload regularly,High,"**Compliance Control for Workload Review Process**Develop a process to define review criteria and frequency for workloads, ensuring reviews reflect potential benefits. Core workloads or those over 10% of the bill are reviewed quarterly/biannually; others annually. High risk if not established: cost inefficiencies, outdated components, missed optimizations. Implement steps: define review frequency and thoroughness based on factors like cost, complexity, change effort, and external market factors. Balance these to determine review periods for each workload component. Include dedicated time and resources for continuous improvements. Related docs: AWS News, Blog, Types of Cloud Computing, What's New with AWS. Examples: AWS Support Proactive Services, SAP workload reviews."
COST10-BP02,Review and analyze this workload regularly,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_evaluate_new_services_review_workload.html,Cost Optimization,Define a review process and analyze your workload regularly,Medium,"**Compliance Control for Workload Review:**Regularly review workloads to identify opportunities for adopting new AWS services, replacing existing services, or re-architecting workloads. Focus on AWS What's New for updates and AWS resources for implementation guidance. Assess risks if not established: Medium. Follow business, security, and performance requirements during reviews. Implement new services after baseline analysis. Related docs: AWS News, AWS Documentation; videos:  This is My Architecture,   Back to Basics,   All-In series,   How to Build This. **Character Count: 482**"
COST11-BP01,Perform automation for operations,https://docs.aws.amazon.com/wellarchitected/latest/cost-optimization-pillar/cost_evaluate_cost_effort_automations_operations.html,Cost Optimization,Automating operations,Low,"**Compliance Control for Cloud Operational Automation (500 chars max)**Focus on quantifying time/effort savings in cloud admin tasks, deployments, compliance, and risk mitigation via automation. Assess operational costs and implement automation for admin tasks to minimize manual effort. Low risk if not established; automation improves efficiency, frees up resources for higher value tasks, and ensures secure, cost-effective cloud management. Use AWS tools like Systems Manager, Config, and Lambda to automate operations, compliance, monitoring, and lifecycle management. For immediate adoption, consult AWS Managed Services, Professional Services, or Partners."
SUS01-BP01,Choose Region based on both business requirements and sustainability goals,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_region_a2.html,Sustainability,Region selection,Medium,"To optimize KPIs like performance, cost, and carbon footprint, choose AWS Regions based on business needs and sustainability goals. Avoid anti-patterns like selecting Regions based on your location or consolidating all resources in one place. Benefits include lower carbon footprints by placing workloads near renewable energy projects. Risks of non-compliance are medium. Shortlist Regions by confirming compliance, checking service availability, calculating costs, and testing latency. Select Regions with lower carbon intensity and renewable energy sources. For more details, see  How to select a Region for your workload based on sustainability goals.  Related resources include  Understanding your carbon emission estimations,   Amazon Around the Globe,   Renewable Energy Methodology,  and  What to Consider when Selecting a Region for your Workloads.  Videos on sustainability include AWS re:Invent 2023 and 2022 sessions."
SUS02-BP01,Scale workload infrastructure dynamically,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_user_a2.html,Sustainability,Alignment to demand,Medium,"**Compliance Control for Cloud Elasticity:**Leverage cloud elasticity to dynamically scale infrastructure to match demand, avoiding overprovisioned capacity. Avoid anti-patterns like manual scaling and leaving excess capacity. Benefits include efficient resource matching and lower environmental impact. Establish predictive, target-tracking, and schedule-based scaling strategies using AWS auto scaling mechanisms like EC2, Lambda, and Kubernetes. Ensure metrics align with workload type and test for scale-in events. Related docs and videos available for deeper insights."
SUS02-BP02,Align SLAs with sustainability goals,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_user_a3.html,Sustainability,Alignment to demand,Low,"Compliance Control for SLA Optimization:Review and optimize Service Level Agreements (SLAs) aligned with sustainability goals to minimize resource use while meeting business needs. Avoid unknown or ambiguous SLAs, limited SLA focus, and uniform design patterns. Benefits include optimal resource usage and sustainability. Regularly adjust SLAs to balance performance, sustainability, and complexity. Define sustainability SLAs, use efficient design patterns, and communicate accountability. Related resources include resiliency patterns, SaaS SLA importance, and AWS re:Invent sessions on sustainable architecture. (483 characters)"
SUS02-BP03,Stop the creation and maintenance of unused assets,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_user_a4.html,Sustainability,Alignment to demand,Low,"**Compliance Control for Decommissioning Unused Cloud Assets (max 500 chars):**Decommission unused assets to reduce cloud resource waste and improve workload efficiency. Regularly inventory, analyze, and remove redundant assets. Use lifecycle policies for automation. Evaluate impact before removal. Communicate with third parties to stop redundant asset production. Regularly review and optimize to ensure minimal resource consumption and cost efficiency."
SUS02-BP04,Optimize geographic placement of workloads based on their networking requirements,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_user_a5.html,Sustainability,Alignment to demand,Medium,"**Compliance Control for Cloud Location Selection:**Select cloud locations (Regions, Availability Zones, edge locations) to minimize network traffic distance and reduce resources. Avoid anti-patterns like user-based Region selection or data center consolidation. Benefits include lower latency, reduced data movement, and sustainability. Analyze network patterns using tools like Amazon CloudWatch. Choose Regions based on user locations, data proximity, and other constraints. Use caching (Amazon CloudFront, ElastiCache) and compute services (Lambda@Edge, CloudFront Functions) to run code closer to users. **Risk Level:** Medium if best practices are not followed.**Related Resources:** AWS Infrastructure Sustainability, Amazon ElastiCache, AWS Global Infrastructure videos."
SUS02-BP05,Optimize team member resources for activities performed,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_user_a6.html,Sustainability,Alignment to demand,Low,"Optimize team resource use to minimize environmental impact while meeting needs. Avoid ignoring device efficiency on cloud apps and manual resource management. Benefits: enhanced cloud app efficiency. Risk: low if best practice not established. Strategies: use scalable infrastructure for heavy tasks, energy-efficient workstations, virtualization, remote collaboration tools, efficient software, lifecycle management, and remote device management. AWS Systems Manager Fleet Manager aids remote node management. Related: Amazon WorkSpaces, Cost Optimizer, AppStream 2.0, NICE DCV. (381 chars)"
SUS02-BP06,Implement buffering or throttling to flatten the demand curve,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_user_a7.html,Sustainability,Alignment to demand,Low,"**Compliance Control for Demand Curve Management:****Summary:** Buffering and throttling flatten the demand curve, reducing required provisioned capacity and environmental impact. **Anti-patterns:** Immediate processing without analysis, ignoring client retry capabilities.**Benefits:** Lowers provisioned capacity, energy use, and environmental footprint.**Risk Level:** Low if best practices are ignored.**Implementation Steps:**1. Analyze client requests for asynchronous processing and retry capability.2. Use throttling for clients with retry; implement buffering for others.3. Utilize Amazon API Gateway for throttling, Amazon SQS for queues, and Amazon Kinesis for streams.4. Assess overall demand and response time to size throttle/buffer.**Related Resources:**- Amazon SQS documentation- API throttling management- Integration patterns for microservices**Videos:**- AWS re:Invent 2022- AWS re:Invent 2023 cost-optimization strategies- Advanced integration patterns"
SUS03-BP01,Optimize software and architecture for asynchronous and scheduled jobs,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_software_a2.html,Sustainability,Software and architecture,Medium,"**Compliance Control for Efficient Architecture Patterns**To maintain high resource utilization, avoid overprovisioning and use queue-driven architectures. Implement event-driven patterns like AWS Batch job queues, Amazon SQS with Spot Instances, and scheduling with Amazon EventBridge Scheduler. Right-size components with AWS Compute Optimizer. Benefits include minimized idle resources and improved efficiency. Risk of medium if best practices aren't followed."
SUS03-BP02,Remove or refactor workload components with low or no use,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_software_a3.html,Sustainability,Software and architecture,Medium,"**Compliance Control for AWS Workload Optimization (max 500 chars)**Regularly check resource utilization, use AWS Compute Optimizer, and monitor AWS CloudWatch metrics. Identify and remove unused components, refactor underutilized ones, and automate cleanup. Continually monitor and adjust based on demand or new services. Establish this to minimize waste and improve efficiency, reducing medium risk from unused resources. **Related: AWS Trusted Advisor, Amazon CloudWatch, Rightsizing Recommendations**"
SUS03-BP03,Optimize areas of code that consume the most time or resources,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_software_a4.html,Sustainability,Software and architecture,Medium,"**Compliance Control Summary (max 500 chars):**Optimize code for resource usage to minimize waste and maximize performance. Avoid common anti-patterns like ignoring code optimization and responding to performance issues by increasing resources. Implement automated code reviews and use tools like Amazon CodeGuru to detect bugs and anti-patterns. Employ efficient algorithms, profiling, and continuous monitoring to enhance performance. Medium risk if best practices aren't established."
SUS03-BP04,Optimize impact on devices and equipment,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_software_a5.html,Sustainability,Software and architecture,Medium,"**Compliance Control (max 500 chars):**Adopt best practices to minimize environmental impact of cloud workloads by understanding and optimizing device usage. Avoid ignoring device impact, manual updates, and inefficient applications. Implement energy-efficient devices, optimize applications for low power, use OTA updates, and engage sustainable suppliers. Monitor and improve energy usage to reduce overall footprint. Benefits include reduced hardware replacements, lower energy consumption, and minimized data transfers. Medium risk if not established.**Related Docs & Videos:**AWS Device Farm, AppStream 2.0, NICE DCV, OTA FreeRTOS, IoT Sustainability, AWS re:Invent 2023."
SUS03-BP05,Use software patterns and architectures that best support data access and storage patterns,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_software_a6.html,Sustainability,Software and architecture,Medium,"**Compliance Control for Data Management Best Practices**Ensure your workload’s data usage, transfer, and storage align with access patterns. Adopt software patterns minimizing compute, networking, and storage resources. Avoid common anti-patterns like uniform data storage assumptions and single-tier storage. Benefits include reduced complexity and better resource utilization. Without these practices, medium risk arises. Analyze data type, growth, durability, and access patterns. Use optimal architecture patterns and purpose-built services for efficient data processing. Minimize data transfer with suitable network protocols. Related resources include AWS re:Invent sessions and purpose-built database and analytics services."
SUS04-BP01,Implement a data classification policy,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_data_a2.html,Sustainability,Data management,Medium,"**Compliance Control for Data Classification:****Objective:** Classify data to determine its criticality and select energy-efficient storage tiers.**Common Anti-Patterns:**- Not identifying data assets by characteristics (sensitivity, criticality, regulatory).- Lack of a data catalog.**Benefits:** - Energy-efficient storage tier selection.**Risk Level:** Medium**Actions:**1. **Data Inventory:** Catalog data types.2. **Data Grouping:** Assess criticality, confidentiality, integrity, and availability.3. **Classification Levels:** Define and tag data (public, confidential).4. **Review:** Regularly audit for unclassified data.5. **Data Catalog:** Establish for governance.6. **Documentation:** Record policies and procedures.**Related Resources:** AWS Cloud, Tag policies, AWS re:Invent videos."
SUS04-BP02,Use technologies that support data access and storage patterns,https://docs.aws.amazon.com/wellarchitected/latest/sustainability-pillar/sus_sus_data_a3.html,Sustainability,Data management,Low,"**Compliance Control for Storage Technologies**Choose storage technologies that match data access and storage patterns to minimize resource use. Avoid these anti-patterns: assuming all workloads fit one storage tier, expecting consistent data access, and using a single storage tier. Benefits include reduced cloud resources and improved efficiency. If not established, risk is low. Align storage solutions with access patterns and evaluate data type, growth, durability, and access frequency. Use AWS storage like Amazon S3, S3 Glacier, EFS, FSx, EBS, Aurora, RDS, Redshift, and DynamoDB based on these factors. Automate storage allocation with tools like Amazon CloudWatch. Select appropriate storage classes and lifecycle policies for Amazon S3. Related resources include Amazon EBS volume types, EC2 instance store, and S3 Intelligent-Tiering."
